,review_date,review_content,stars,lemmatized,tokenized,POLARITY,SUBJECTIVITY,scores,compound,neu_score,pos_score,neg_score,sentiment,nmf_topics,lda_topics
372,13-Apr-19,it good to see that we get free space and read and write speed is also pretty good post importantly we get warranty,5.0,good free space read write speed pretty good post importantly warranty,good free space read write speed pretty good post importantly warranty,0.48999999999999994,0.8,"{'neg': 0.0, 'neu': 0.291, 'pos': 0.709, 'compound': 0.9274}",0.9274,0.291,0.709,0.0,pos,Performance,Performance
373,20-Jun-20,it is gb not as mentioned checked ot at places and even formatted everywhere mentioning gb but data space availiable only was in emergency need so not replacing,1.0,gb mention check ot place format mention gb data space availiable emergency nee replace,gb mention check ot place format mention gb data space availiable emergency nee replace,0.0,0.0,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.3818}",-0.3818,0.833,0.0,0.167,neg,working rate,Storage capacity
374,28-Jul-20,bought this for honor phone and it works perfect access latency isn seen the earlier one had was sandisk that got corrupted and lost my data thank you amazon,5.0,buy honor phone work perfect access latency isn see early sandisk get corrupt lose datum thank amazon,buy honor phone work perfect access latency isn see early sandisk get corrupt lose datum thank amazon,0.20000000000000004,0.7666666666666666,"{'neg': 0.105, 'neu': 0.465, 'pos': 0.43, 'compound': 0.8126}",0.8126,0.465,0.43,0.105,pos,working rate,Warranty issues
375,13-Jan-20,it is good media for storage also very fast to be used as internal memory as you expand your phone internal storage,5.0,good medium storage fast internal memory expand phone internal storage,good medium storage fast internal memory expand phone internal storage,0.22499999999999998,0.30000000000000004,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.6369}",0.6369,0.606,0.394,0.0,pos,working rate,Storage capacity
376,08-Jul-17,am using it for years its very durable and good write speed have used both samsung and sandisk products samsung sd card are better than sandisk sd card,5.0,year durable good write speed samsung sandisk product samsung sd card well sandisk sd card,year durable good write speed samsung sandisk product samsung sd card well sandisk sd card,0.7,0.6000000000000001,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.6124}",0.6124,0.722,0.278,0.0,pos,working rate,Storage capacity
377,10-Jan-20,works like charm it working perfectly with stable transmission speed go for it we can get that speed in other various pen drives and sd cards,5.0,work like charm work perfectly stable transmission speed speed pen drive sd card,work like charm work perfectly stable transmission speed speed pen drive sd card,1.0,1.0,"{'neg': 0.0, 'neu': 0.437, 'pos': 0.563, 'compound': 0.891}",0.891,0.437,0.563,0.0,pos,working rate,Performance
378,04-Dec-18,it is really strong so that is no chance that that it can break on forceit has the same normal perfect dimensions it fits properlyabout the value it is pretty cheaper if go in samsung official store they do sell it in the price actually printed on it so it is cheaper,4.0,strong chance break forceit normal perfect dimension fit properlyabout value pretty cheap samsung official store sell price actually print cheap,strong chance break forceit normal perfect dimension fit properlyabout value pretty cheap samsung official store sell price actually print cheap,0.37916666666666665,0.6604166666666667,"{'neg': 0.0, 'neu': 0.45, 'pos': 0.55, 'compound': 0.9442}",0.9442,0.45,0.55,0.0,pos,value for money,Storage capacity
379,01-Jul-19, speed was amazing was gimmick but was really speedy you see the difference in copy paste or move to files,5.0,  speed amazing gimmick speedy difference copy paste file,  speed amazing gimmick speedy difference copy paste file,0.6000000000000001,0.9,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.5859}",0.5859,0.648,0.352,0.0,pos,working rate,Performance
380,01-Jul-20,bought the memory card to use with my galaxy in dec and so far it been over month and the memory card works well and is fast enough for daily use and video recording overall great buy for good price would easily reccomend it to anyone buying new memory card for their phone,5.0,buy memory card use galaxy dec far month memory card work fast daily use video record overall great buy good price easily reccomend buy new memory card phone,buy memory card use galaxy dec far month memory card work fast daily use video record overall great buy good price easily reccomend buy new memory card phone,0.2962121212121212,0.5297348484848485,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.8555}",0.8555,0.727,0.273,0.0,pos,working rate,Storage capacity
381,04-Dec-18,have bought it again its awesome just go for it and the seller appario retail private ltd is also great because they provide original products with latest manufacturering dates,5.0,buy awesome seller appario retail private ltd great provide original product late manufacturering date,buy awesome seller appario retail private ltd great provide original product late manufacturering date,0.37499999999999994,0.6950000000000001,"{'neg': 0.0, 'neu': 0.512, 'pos': 0.488, 'compound': 0.8885}",0.8885,0.512,0.488,0.0,pos,Quality,Quality
382,11-Dec-17,this is the first time ever in my entire lifetime bought gb sd card and got full gb usable space in it satisfied with the purchase,5.0,time entire lifetime buy gb sd card get gb usable space satisfied purchase,time entire lifetime buy gb sd card get gb usable space satisfied purchase,0.25,0.8125,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4215}",0.4215,0.811,0.189,0.0,pos,working rate,Storage capacity
383,10-Dec-18,awesome product it fast and it durable and orignal the read and write speeds are awesome and it overall better than other brands using it with my samsung top end phone and it works awesome,5.0,awesome product fast durable orignal read write speed awesome overall well brand samsung end phone work awesome,awesome product fast durable orignal read write speed awesome overall well brand samsung end phone work awesome,0.64,0.72,"{'neg': 0.0, 'neu': 0.474, 'pos': 0.526, 'compound': 0.9371}",0.9371,0.474,0.526,0.0,pos,working rate,Performance
384,05-Jul-19,its very good product for its price samsung is wonderful company as they gave sd adapter for micro sd along with the sd card such that anyone can use the sd card for smart phones or for camera finally to say that it is wonderful value for money product,5.0,good product price samsung wonderful company give sd adapter micro sd sd card use sd card smart phone camera finally wonderful value money product,good product price samsung wonderful company give sd adapter micro sd sd card use sd card smart phone camera finally wonderful value money product,0.7285714285714285,0.8107142857142857,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.9371}",0.9371,0.552,0.448,0.0,pos,working rate,Storage capacity
385,23-May-18,product is having less memory than it is written plus it is defective as shown by the laptop,1.0,product have memory write plus defective show laptop,product have memory write plus defective show laptop,0.0,0.0,"{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0.707,0.0,0.293,neg,Quality,Performance
386,03-Sep-19,always prefer samsung micro sd cards as they have long life and perfoms well have been using one since past years without any issue,5.0,prefer samsung micro sd card long life perfom past year issue,prefer samsung micro sd card long life perfom past year issue,-0.15,0.325,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neu,working rate,Storage capacity
387,08-Nov-18,read speed to swrite speed video to to image to swhen compared with other cards this uhs grade is so better memory aviaable is gb nearly is freely stored more than should not be stored,4.0,read speed swrite speed video image swhen compare card uhs grade well memory aviaable gb nearly freely store store,read speed swrite speed video image swhen compare card uhs grade well memory aviaable gb nearly freely store store,0.4,0.8,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6124}",0.6124,0.773,0.227,0.0,pos,working rate,Performance
388,12-Dec-19,good product nyce transfer speed most importantly the main sd card is not made in china it is made in philippines just the sd card adapter is made in china refer to photos for detailed images,5.0,good product nyce transfer speed importantly main sd card china philippine sd card adapter china refer photo detailed image,good product nyce transfer speed importantly main sd card china philippine sd card adapter china refer photo detailed image,0.4222222222222222,0.5611111111111111,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.6369}",0.6369,0.766,0.234,0.0,pos,working rate,Storage capacity
389,11-Dec-17,awesome memory card bought it for lighting deal super fast read write speed was little confused which memory card to buy sandisk or samsung but now happy that choose samsung and also genuine memory card cloudtail awesome seller thanks cloud tail,5.0,awesome memory card buy lighting deal super fast read write speed little confused memory card buy sandisk samsung happy choose samsung genuine memory card cloudtail awesome seller thank cloud tail,awesome memory card buy lighting deal super fast read write speed little confused memory card buy sandisk samsung happy choose samsung genuine memory card cloudtail awesome seller thank cloud tail,0.39322916666666663,0.7458333333333333,"{'neg': 0.045, 'neu': 0.542, 'pos': 0.413, 'compound': 0.9538}",0.9538,0.542,0.413,0.045,pos,working rate,Performance
390,23-Jan-19,after year use the memory card is dead now need to replace it warranty but for that they asking for bill can provide me soft copy bill of the product so can replace,5.0,year use memory card dead need replace warranty ask bill provide soft copy bill product replace,year use memory card dead need replace warranty ask bill provide soft copy bill product replace,-0.05,0.375,"{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.6486}",-0.6486,0.777,0.0,0.223,neg,working rate,Warranty issues
391,12-Aug-17,this time am very happy with the delivery because it generally takes day minimum to deliver at my location but for this product it was next day delivery card is very good too,5.0,time happy delivery generally take day minimum deliver location product day delivery card good,time happy delivery generally take day minimum deliver location product day delivery card good,0.5166666666666667,0.7000000000000001,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.765}",0.765,0.645,0.355,0.0,pos,Quality,Quality
392,12-Aug-19,samsung evo plus grade class microsdxc mb memory card with sd adapter mb in excellent product as descibed,5.0,samsung evo plus grade class microsdxc mb memory card sd adapter mb excellent product descibe,samsung evo plus grade class microsdxc mb memory card sd adapter mb excellent product descibe,1.0,1.0,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.5719}",0.5719,0.791,0.209,0.0,pos,working rate,Performance
393,02-Jul-20,dear friends it is very poor quality china product dont buy it after purchased when installed it within one hour it stop working totally waste of money and don believe their specifications and amazon should not sell such kind of bad product,1.0,dear friend poor quality china product not buy purchase instal hour stop work totally waste money don believe specification amazon sell kind bad product,dear friend poor quality china product not buy purchase instal hour stop work totally waste money don believe specification amazon sell kind bad product,-0.175,0.5416666666666666,"{'neg': 0.307, 'neu': 0.412, 'pos': 0.281, 'compound': -0.2484}",-0.2484,0.412,0.281,0.307,neg,Quality,Warranty issues
394,04-Feb-19,good one but we get only instead of ,3.0,good instead,good instead,0.7,0.6000000000000001,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,0.256,0.744,0.0,pos,Performance,Quality
395,03-Nov-19,first of all received damage box condition then decided replace it received today samsung memory gb with complete covered by the cartoon box which is protect for the memory card thanks for the amazon available capacity which higher then other memory card,5.0,receive damage box condition decide replace receive today samsung memory gb complete cover cartoon box protect memory card thank amazon available capacity high memory card,receive damage box condition decide replace receive today samsung memory gb complete cover cartoon box protect memory card thank amazon available capacity high memory card,0.22,0.4466666666666666,"{'neg': 0.103, 'neu': 0.677, 'pos': 0.219, 'compound': 0.3818}",0.3818,0.677,0.219,0.103,pos,working rate,Warranty issues
396,10-Oct-17,best product transferred gb data to this card it is real memory card initially trasfer speed is mb but sometimes decrease to mb transferred one huge file at time but when you send multiple data at time trasfer speed is this card should have mb speed,4.0,good product transfer gb datum card real memory card initially trasfer speed mb decrease mb transfer huge file time send multiple datum time trasfer speed card mb speed,good product transfer gb datum card real memory card initially trasfer speed mb decrease mb transfer huge file time send multiple datum time trasfer speed card mb speed,0.26,0.36000000000000004,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6369}",0.6369,0.833,0.167,0.0,pos,working rate,Performance
397,17-Jan-20,received on time easy to install and working fine in my new mobile phone for the past few months would recommend buy,5.0,receive time easy install work fine new mobile phone past month recommend buy,receive time easy install work fine new mobile phone past month recommend buy,0.1840909090909091,0.509469696969697,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.7351}",0.7351,0.581,0.419,0.0,pos,working rate,Storage capacity
398,19-Mar-20,the card was working fine in my samsung phone but on inserting it in my mi phone it had some compatibility issues in the first time had to format the sd card insert the card and resave all the backup,4.0,card work fine samsung phone insert mi phone compatibility issue time format sd card insert card resave backup,card work fine samsung phone insert mi phone compatibility issue time format sd card insert card resave backup,0.4166666666666667,0.5,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.2023}",0.2023,0.904,0.096,0.0,pos,working rate,Storage capacity
399,20-Mar-20,memory is only gb out of gb wch is disappointing also in memory already music video folder was there not value for money kam chalao type memory card,4.0,memory gb gb wch disappointing memory music video folder value money kam chalao type memory card,memory gb gb wch disappointing memory music video folder value money kam chalao type memory card,-0.6,0.7,"{'neg': 0.163, 'neu': 0.714, 'pos': 0.122, 'compound': -0.2023}",-0.2023,0.714,0.122,0.163,neg,value for money,Storage capacity
400,04-Dec-18,am giving my review after using it approx months initially was confused that it is duplicate or first copy but believe me it is original and it transfer speed is very good,5.0,give review approx month initially confused duplicate copy believe original transfer speed good,give review approx month initially confused duplicate copy believe original transfer speed good,0.22499999999999998,0.6833333333333332,"{'neg': 0.131, 'neu': 0.571, 'pos': 0.297, 'compound': 0.4404}",0.4404,0.571,0.297,0.131,pos,working rate,Performance
401,11-Dec-17,this samsung storage system is just awesome in reading speed transferring files it also shock proof excellent,5.0,samsung storage system awesome read speed transferring file shock proof excellent,samsung storage system awesome read speed transferring file shock proof excellent,1.0,1.0,"{'neg': 0.141, 'neu': 0.435, 'pos': 0.424, 'compound': 0.7351}",0.7351,0.435,0.424,0.141,pos,working rate,Performance
402,15-Oct-18,this is great product works so in transferring files the files copying speed is so great great product suggest every to buy this sd card rather than kingston sd card writing reviews after months still it is working great thanks to amazon for this good product,5.0,great product work transfer file file copying speed great great product suggest buy sd card kingston sd card write review month work great thank amazon good product,great product work transfer file file copying speed great great product suggest buy sd card kingston sd card write review month work great thank amazon good product,0.78,0.72,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.9735}",0.9735,0.46,0.54,0.0,pos,working rate,value for money
403,11-Jul-20,have ordered several samsung gb memory cards from amazon as these are just perfect for any mobile phoneall the phones in my family bears this memory card in their phones if you are looking forward to buy memory card you should definitely give this try and bet you won regret your decision,5.0,order samsung gb memory card amazon perfect mobile phoneall phone family bear memory card phone look forward buy memory card definitely try bet win regret decision,order samsung gb memory card amazon perfect mobile phoneall phone family bear memory card phone look forward buy memory card definitely try bet win regret decision,0.6,0.6333333333333333,"{'neg': 0.078, 'neu': 0.588, 'pos': 0.333, 'compound': 0.8442}",0.8442,0.588,0.333,0.078,pos,working rate,Warranty issues
404,05-Aug-19,expanded my dslr memory to maximum which can afford currently the supplied sd adapter works fine with camera,5.0,expand dslr memory maximum afford currently supply sd adapter work fine camera,expand dslr memory maximum afford currently supply sd adapter work fine camera,0.20833333333333334,0.45,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.4767}",0.4767,0.709,0.291,0.0,pos,working rate,value for money
405,02-Jul-19,packaging was good and gb is available for storage but clour of memory card is life sone one painted it with hand right now it is working fine,4.0,packaging good gb available storage clour memory card life sone paint hand right work fine,packaging good gb available storage clour memory card life sone paint hand right work fine,0.4505952380952381,0.5089285714285714,"{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.7845}",0.7845,0.603,0.397,0.0,pos,working rate,Storage capacity
406,03-Jun-18,not great transfer speedonly available for use but best is thati bought it for only,3.0,great transfer speedonly available use good thati buy,great transfer speedonly available use good thati buy,0.6333333333333334,0.5833333333333334,"{'neg': 0.0, 'neu': 0.462, 'pos': 0.538, 'compound': 0.7906}",0.7906,0.462,0.538,0.0,pos,working rate,Storage capacity
407,26-Feb-19,no need to buy new phone to increase memory capacity just buy this card gives loads of free memory and makes your phone function smoothly,5.0,need buy new phone increase memory capacity buy card give load free memory make phone function smoothly,need buy new phone increase memory capacity buy card give load free memory make phone function smoothly,0.31212121212121213,0.5848484848484848,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.6808}",0.6808,0.728,0.272,0.0,pos,working rate,Storage capacity
408,07-Mar-20,does its job well shows correct capacity recording on the gopro black seems fast enough,4.0,job show correct capacity record gopro black fast,job show correct capacity record gopro black fast,0.016666666666666677,0.5166666666666666,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neu,working rate,Performance
409,11-Jul-20,good microsd card have purchased this before from flipkart this time purchased from amazon due to faster delivery unfortunately price reduced by rs the next day anyway it genuine and working well,4.0,good microsd card purchase flipkart time purchase amazon fast delivery unfortunately price reduce rs day genuine work,good microsd card purchase flipkart time purchase amazon fast delivery unfortunately price reduce rs day genuine work,0.19999999999999998,0.675,"{'neg': 0.114, 'neu': 0.667, 'pos': 0.219, 'compound': 0.296}",0.296,0.667,0.219,0.114,pos,working rate,Warranty issues
410,04-Dec-18,good product from samsung and dont forget to check original halogram because same fake products available in market,5.0,good product samsung not forget check original halogram fake product available market,good product samsung not forget check original halogram fake product available market,0.24375,0.6875,"{'neg': 0.287, 'neu': 0.454, 'pos': 0.259, 'compound': -0.127}",-0.127,0.454,0.259,0.287,neu,Quality,Storage capacity
411,11-Dec-17,not good quality duplicates received through out long back don buy this frnd making fool puchase from shop,2.0,good quality duplicate receive long don buy frnd make fool puchase shop,good quality duplicate receive long don buy frnd make fool puchase shop,0.32499999999999996,0.5,"{'neg': 0.184, 'neu': 0.633, 'pos': 0.184, 'compound': 0.0}",0.0,0.633,0.184,0.184,neu,Performance,Warranty issues
412,10-Nov-19,got wrong product instead of samsung got some dublicate product kept replacement also if it repeats again will complaint to higher authorities,1.0,get wrong product instead samsung get dublicate product keep replacement repeat complaint high authority,get wrong product instead samsung get dublicate product keep replacement repeat complaint high authority,-0.21333333333333335,0.5466666666666667,"{'neg': 0.301, 'neu': 0.625, 'pos': 0.074, 'compound': -0.6124}",-0.6124,0.625,0.074,0.301,neg,Quality,Warranty issues
413,26-Sep-19,very bad because always write or read data display the card is protected was wasted my money,1.0,bad write read datum display card protect waste money,bad write read datum display card protect waste money,-0.44999999999999996,0.3333333333333333,"{'neg': 0.423, 'neu': 0.403, 'pos': 0.174, 'compound': -0.5719}",-0.5719,0.403,0.174,0.423,neg,value for money,Performance
414,02-Oct-19,its really good sd card but feel it is bit slow in transfer of videos but it transfer photos very fast am satisfied with it,4.0,good sd card feel bit slow transfer video transfer photo fast satisfied,good sd card feel bit slow transfer video transfer photo fast satisfied,0.27499999999999997,0.65,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.6908}",0.6908,0.637,0.363,0.0,pos,working rate,Storage capacity
415,05-Jul-18,class basically means it downloads fast and opens files faster than something with class write speeds upto mb and there is warranty of years,5.0,class basically mean download fast open file fast class write speed upto mb warranty year,class basically mean download fast open file fast class write speed upto mb warranty year,0.021875000000000006,0.596875,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neu,working rate,Performance
416,29-Oct-19,very fast compared to the poor card which canon gave with the camera the camera just wouldn stop in burst mode,5.0,fast compare poor card canon give camera camera wouldn stop burst mode,fast compare poor card canon give camera camera wouldn stop burst mode,-0.1,0.6,"{'neg': 0.346, 'neu': 0.654, 'pos': 0.0, 'compound': -0.6486}",-0.6486,0.654,0.0,0.346,neg,working rate,Storage capacity
417,15-Mar-19,this thing is too slow and laggy my previous sandisc as card was really fast and excellent even the phone recognizes the sd card as slow think they are cheating by selling class instead of class wrong labelling,2.0,thing slow laggy previous sandisc card fast excellent phone recognize sd card slow think cheat sell class instead class wrong labelling,thing slow laggy previous sandisc card fast excellent phone recognize sd card slow think cheat sell class instead class wrong labelling,-0.011111111111111108,0.5777777777777777,"{'neg': 0.219, 'neu': 0.647, 'pos': 0.133, 'compound': -0.34}",-0.34,0.647,0.133,0.219,neg,working rate,Performance
418,05-Jul-18,data transfer is indeed faster than the average sandisk card how long it lasts remains to be seen since gonna use this for games transfer,5.0,datum transfer fast average sandisk card long last remain see go to use game transfer,datum transfer fast average sandisk card long last remain see go to use game transfer,-0.08,0.37333333333333335,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neu,working rate,Performance
419,12-Jul-19,nice product from the samsung industries happily using it for years and no issues reading and writing speeds are also good in my opinion samsung is far better than sandisk,5.0,nice product samsung industry happily year issue read writing speed good opinion samsung far well sandisk,nice product samsung industry happily year issue read writing speed good opinion samsung far well sandisk,0.5499999999999999,0.9,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.886}",0.886,0.513,0.487,0.0,pos,working rate,Performance
420,04-Dec-18,nice product high speed performance built quality is awesome no problem arises at all,5.0,nice product high speed performance build quality awesome problem arise,nice product high speed performance build quality awesome problem arise,0.5866666666666667,0.8466666666666667,"{'neg': 0.163, 'neu': 0.422, 'pos': 0.416, 'compound': 0.6369}",0.6369,0.422,0.416,0.163,pos,speed,Quality
421,11-Dec-17,orderd it for moto play while mapping it as internal storage moto play said it was slow rest looks good nice package and before time delivery,3.0,orderd moto play map internal storage moto play say slow rest look good nice package time delivery,orderd moto play map internal storage moto play say slow rest look good nice package time delivery,0.24999999999999997,0.5,"{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.8591}",0.8591,0.553,0.447,0.0,pos,speed,Warranty issues
422,07-Jun-20,this sd card still performs good and it build and material quality is also good with samsung branding one problem faced during content move is doesn accept those content whose title length exceeds characters,5.0,sd card perform good build material quality good samsung brand problem face content doesn accept content title length exceed character,sd card perform good build material quality good samsung brand problem face content doesn accept content title length exceed character,0.7,0.6000000000000001,"{'neg': 0.1, 'neu': 0.59, 'pos': 0.31, 'compound': 0.6908}",0.6908,0.59,0.31,0.1,pos,working rate,Storage capacity
423,21-Aug-17,minor issue about the product is write speed but satisfiable storage capacity as usual always amazon delivery is good but packing is not bad go for it,5.0,minor issue product write speed satisfiable storage capacity usual amazon delivery good packing bad,minor issue product write speed satisfiable storage capacity usual amazon delivery good packing bad,-0.07499999999999997,0.4291666666666667,"{'neg': 0.167, 'neu': 0.476, 'pos': 0.357, 'compound': 0.4588}",0.4588,0.476,0.357,0.167,pos,working rate,Storage capacity
424,26-Jan-19,its so bad already it is mentioned that it is compatible for all samsung phones in questions my phone is samsung galaxy and this card is not at able to fit in this even there is no option to return this product very disappointed,1.0,bad mention compatible samsung phone question phone samsung galaxy card able fit option return product disappointed,bad mention compatible samsung phone question phone samsung galaxy card able fit option return product disappointed,-0.13749999999999996,0.6104166666666666,"{'neg': 0.299, 'neu': 0.588, 'pos': 0.113, 'compound': -0.6249}",-0.6249,0.588,0.113,0.299,neg,working rate,Storage capacity
425,17-May-19,excellent product functionality as described highly recommended product timely delivery working as expected value for money,5.0,excellent product functionality describe highly recommended product timely delivery work expect value money,excellent product functionality describe highly recommended product timely delivery work expect value money,0.58,0.77,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.8016}",0.8016,0.55,0.45,0.0,pos,value for money,Quality
426,09-Jun-20,very bad product totally cheating when inserts to any device it got heats immediately first guess that problem in my mobile device but tried to another phon it also get heat so this memory card is total fraud and cheating to me don buy samsung memory card from amazon,1.0,bad product totally cheat insert device get heat immediately guess problem mobile device try phon heat memory card total fraud cheat don buy samsung memory card amazon,bad product totally cheat insert device get heat immediately guess problem mobile device try phon heat memory card total fraud cheat don buy samsung memory card amazon,-0.23333333333333328,0.7222222222222222,"{'neg': 0.426, 'neu': 0.531, 'pos': 0.043, 'compound': -0.9448}",-0.9448,0.531,0.043,0.426,neg,working rate,Warranty issues
427,04-Dec-18,samsung never disappointed me with their products worthful product original productgood transfer speed and also comes with sd card adapter,5.0,samsung disappoint product worthful product original productgood transfer speed come sd card adapter,samsung disappoint product worthful product original productgood transfer speed come sd card adapter,0.375,0.75,"{'neg': 0.169, 'neu': 0.688, 'pos': 0.144, 'compound': -0.1027}",-0.1027,0.688,0.144,0.169,neu,working rate,Storage capacity
428,25-Apr-19,got in rs in indian festival session speed for transfering data is awesome if anyone is looking for memory card then recommend to buy this product,5.0,get rs indian festival session speed transfering datum awesome look memory card recommend buy product,get rs indian festival session speed transfering datum awesome look memory card recommend buy product,1.0,1.0,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.8689}",0.8689,0.55,0.45,0.0,pos,working rate,Warranty issues
429,31-Dec-19,good product from samsung gives gb storage for mentioned gb,4.0,good product samsung give gb storage mention gb,good product samsung give gb storage mention gb,0.7,0.6000000000000001,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,0.707,0.293,0.0,pos,working rate,Storage capacity
430,13-Oct-18,got it for my mobile as soon it was put on it was simple installation process and old data transfer also was faster,5.0,get mobile soon simple installation process old datum transfer fast,get mobile soon simple installation process old datum transfer fast,0.10000000000000002,0.3857142857142857,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neu,working rate,Performance
431,11-Dec-17,able to get write speed and super fast writing to my dslr handles th raw burst shoot mode with ease much recommended will get one more for the secondary slot for my ,5.0,able write speed super fast writing dslr handle th raw burst shoot mode ease recommend secondary slot,able write speed super fast writing dslr handle th raw burst shoot mode ease recommend secondary slot,0.10051282051282047,0.5306410256410257,"{'neg': 0.099, 'neu': 0.535, 'pos': 0.366, 'compound': 0.7579}",0.7579,0.535,0.366,0.099,pos,working rate,Performance
432,13-Oct-19,have had sandisk gb microsd earlier which gave up in an year so turned to samsung and ordered of this great product it has been year for of the microsd but it consistently does its job loving it if you need microsd go for samsung,5.0,sandisk gb microsd early give year turn samsung order great product year microsd consistently job love need microsd samsung,sandisk gb microsd early give year turn samsung order great product year microsd consistently job love need microsd samsung,0.4125,0.475,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.8519}",0.8519,0.672,0.328,0.0,pos,working rate,Storage capacity
433,25-Jan-19,best memory card ve ever used ve tried the sandisk kingston and other companies but this is one is the best because it is grade the speed is much faster than other lower end memory card,5.0,good memory card ve ve try sandisk kingston company good grade speed fast low end memory card,good memory card ve ve try sandisk kingston company good grade speed fast low end memory card,0.39999999999999997,0.525,"{'neg': 0.096, 'neu': 0.639, 'pos': 0.265, 'compound': 0.5719}",0.5719,0.639,0.265,0.096,pos,working rate,Performance
434,13-Feb-19,read and write speed are just amazing love this product got complete storage for use gb got no problems for installation this in my mobile mi purchase this product in offer in rs so and can say that got exactly what want,5.0,read write speed amazing love product get complete storage use gb get problem installation mobile mi purchase product offer rs get exactly want,read write speed amazing love product get complete storage use gb get problem installation mobile mi purchase product offer rs get exactly want,0.36250000000000004,0.5375,"{'neg': 0.087, 'neu': 0.613, 'pos': 0.3, 'compound': 0.765}",0.765,0.613,0.3,0.087,pos,working rate,Storage capacity
435,25-Jul-20,the company claims to give gb saying could be used for system use but only gb is the actual space available for some people it may not matter but for people like me it matters lot will edit my review after months again to give overall experience after enough use,3.0,company claim gb saying system use gb actual space available people matter people like matter lot edit review month overall experience use,company claim gb saying system use gb actual space available people matter people like matter lot edit review month overall experience use,0.13333333333333333,0.16666666666666666,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.4019}",0.4019,0.802,0.198,0.0,pos,working rate,Storage capacity
436,09-Oct-19,had purchased this sd card in august the card however has become corrupt in less than year and has rendered useless have sandisk sd card which is years old and still running strong,1.0,purchase sd card august card corrupt year render useless sandisk sd card year old run strong,purchase sd card august card corrupt year render useless sandisk sd card year old run strong,-0.11666666666666668,0.5333333333333333,"{'neg': 0.139, 'neu': 0.697, 'pos': 0.164, 'compound': 0.128}",0.128,0.697,0.164,0.139,neu,working rate,Storage capacity
437,09-Oct-19,started using this in my dashcam and it works as expected nothing extra ordinary but vfm,4.0,start dashcam work expect extra ordinary vfm,start dashcam work expect extra ordinary vfm,-0.125,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neu,working rate,Warranty issues
438,03-Aug-18,samsung is the best thing in my life prefer every samsung devices like mobiles tvs all have this memory card is awesome and its storage capacity sending speed just wow,5.0,samsung good thing life prefer samsung device like mobile tv memory card awesome storage capacity send speed wow,samsung good thing life prefer samsung device like mobile tv memory card awesome storage capacity send speed wow,0.6,0.8666666666666667,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.9231}",0.9231,0.513,0.487,0.0,pos,working rate,Storage capacity
